Code,Text,DDD,Ebene,Parent
R06AA56,"Chlorphenoxamin, Kombinationen",,5,R06AA
R06AA57,"Diphenylpyralin, Kombinationen",,5,R06AA
R06AA59,"Doxylamin, Kombinationen",,5,R06AA
R06AB,Substituierte Alkylamine,,4,R06A
R06AB01,Brompheniramin,24 mg O,5,R06AB
R06AB02,Dexchlorpheniramin,"6 mg O,P",5,R06AB
R06AB03,Dimetinden,4 mg O; 4 mg P ,5,R06AB
R06AB04,Chlorphenamin,"12 mg O,P",5,R06AB
R06AB05,Pheniramin,75 mg O,5,R06AB
R06AB06,Dexbrompheniramin,,5,R06AB
R06AB07,Talastin,,5,R06AB
R06AB51,"Brompheniramin, Kombinationen",,5,R06AB
R06AB52,"Dexchlorpheniramin, Kombinationen",,5,R06AB
R06AB54,"Chlorphenamin, Kombinationen",,5,R06AB
R06AB56,"Dexbrompheniramin, Kombinationen",,5,R06AB
R06AC,Substituierte Ethylendiamine,,4,R06A
R06AC01,Mepyramin,"0,2 g O,P",5,R06AC
R06AC02,Histapyrrodin,80 mg O,5,R06AC
R06AC03,Chloropyramin,"0,15 g O; 20 mg P",5,R06AC
R06AC04,Tripelennamin,"0,15 g O",5,R06AC
R06AC05,Methapyrilen,,5,R06AC
R06AC06,Thonzylamin,,5,R06AC
R06AC52,"Histapyrrodin, Kombinationen",,5,R06AC
R06AC53,"Chloropyramin, Kombinationen",,5,R06AC
R06AD,Phenothiazin-Derivate,,4,R06A
R06AD01,Alimemazin,"30 mg O,P",5,R06AD
R06AD02,Promethazin,"25 mg O,P,R",5,R06AD
R06AD03,Thiethylperazin,"13 mg O,P,R",5,R06AD
R06AD04,Methdilazin,16 mg O,5,R06AD
R06AD05,Hydroxyethylpromethazin,75 mg O,5,R06AD
R06AD06,Thiazinam,"0,9 g O; 0,3 g R",5,R06AD
R06AD07,Mequitazin,10 mg O,5,R06AD
R06AD08,Oxomemazin,30 mg O,5,R06AD
R06AD09,Isothipendyl,,5,R06AD
R06AD10,Dioxopromethazin,,5,R06AD
R06AD52,"Promethazin, Kombinationen",,5,R06AD
R06AD55,"Hydroxyethylpromethazin, Kombinationen",,5,R06AD
R06AE,Piperazin-Derivate,,4,R06A
R06AE01,Buclizin,50 mg O,5,R06AE
R06AE03,Cyclizin,"0,1 g O,P; 0,3 g R",5,R06AE
R06AE04,Chlorcyclizin,"0,1 g O",5,R06AE
R06AE05,Meclozin,"50 mg O,R",5,R06AE
R06AE06,Oxatomid,60 mg O,5,R06AE
R06AE07,Cetirizin,10 mg O,5,R06AE
R06AE09,Levocetirizin,5 mg O,5,R06AE
R06AE51,"Buclizin, Kombinationen",,5,R06AE
R06AE53,"Cyclizin, Kombinationen",,5,R06AE
R06AE55,"Meclozin, Kombinationen",,5,R06AE
R06AK,Kombinationen von Antihistaminika,,4,R06A
R06AX,Andere Antihistaminika zur systemischen Anwendung,,4,R06A
R06AX01,Bamipin,"0,1 g O",5,R06AX
R06AX02,Cyproheptadin,12 mg O,5,R06AX
R06AX03,Thenalidin,,5,R06AX
R06AX04,Phenindamin,,5,R06AX
R06AX05,Antazolin,"0,3 g O,P",5,R06AX
R06AX07,Triprolidin,"7,5 mg O",5,R06AX
R06AX08,Pyrrobutamin,,5,R06AX
R06AX09,Azatadin,2 mg O,5,R06AX
R06AX11,Astemizol,10 mg O,5,R06AX
R06AX12,Terfenadin,"0,12 g O",5,R06AX
R06AX13,Loratadin,10 mg O,5,R06AX
R06AX15,Mebhydrolin,"0,2 g O",5,R06AX
R06AX16,Deptropin,2 mg O,5,R06AX
R06AX17,Ketotifen,2 mg O,5,R06AX
R06AX18,Acrivastin,24 mg O,5,R06AX
R06AX19,Azelastin,4 mg O,5,R06AX
R06AX21,Tritoqualin,,5,R06AX
R06AX22,Ebastin,10 mg O,5,R06AX
R06AX23,Pimethixen,,5,R06AX
R06AX24,Epinastin,,5,R06AX
R06AX25,Mizolastin,10 mg O,5,R06AX
R06AX26,Fexofenadin,"0,12 g O",5,R06AX
R06AX27,Desloratadin,5 mg O,5,R06AX
R06AX28,Rupatadin,10 mg O; 5 mg O Kinder DDD ,5,R06AX
R06AX29,Bilastin,20 mg O,5,R06AX
R06AX30,Etoloxamin,,5,R06AX
R06AX31,Quifenadin,,5,R06AX
R06AX32,Sequifenadin,,5,R06AX
R06AX33,Hydroxyzin,,5,R06AX
R06AX51,"Bamipin, Kombinationen",,5,R06AX
R06AX53,"Thenalidin, Kombinationen",,5,R06AX
R06AX58,"Pyrrobutamin, Kombinationen",,5,R06AX
R06AX80,"Etoloxamin, Kombinationen",,5,R06AX
R07,ANDERE MITTEL FÜR DEN RESPIRATIONSTRAKT,,2,R
R07A,ANDERE MITTEL FÜR DEN RESPIRATIONSTRAKT,,3,R07
R07AA,Surfactant-Präparate,,4,R07A
R07AA01,Colfoscerilpalmitat,"0,108 g Inhal.pulver",5,R07AA
R07AA02,Natürliche Phospholipide*,"0,16 g Instill.lösung",5,R07AA
R07AA03,Ambroxol,,5,R07AA
R07AA04,Natürliche Phospholipide aus Schweinelunge,"0,16 g Instill.lösung ",5,R07AA
R07AA05,Natürliche Phospholipide aus Rinderlunge,"0,16 g Instill.lösung ",5,R07AA
R07AA30,Kombinationen,,5,R07AA
R07AB,Atemstimulanzien,,4,R07A
R07AB01,Doxapram,"0,4 g P",5,R07AB
R07AB02,Nikethamid,"0,5 g O,P",5,R07AB
R07AB03,Pentetrazol,"0,1 g O",5,R07AB
R07AB04,Etamivan,,5,R07AB
R07AB05,Bemegrid,,5,R07AB
R07AB06,Prethcamid,"0,4 g O,P",5,R07AB
R07AB07,Almitrin,"0,1 g O",5,R07AB
R07AB08,Dimeflin,,5,R07AB
R07AB09,Mepixanox,,5,R07AB
R07AB50,"Andere Atemstimulanzien, Kombinationen",,5,R07AB
R07AB52,"Nikethamid, Kombinationen",,5,R07AB
R07AB53,"Pentetrazol, Kombinationen",,5,R07AB
R07AH,Andere homöopathische und anthroposophische Mittel für den Respirationstrakt,,4,R07A
R07AH10,Verschiedene,,5,R07AH
R07AH20,Kombinationen,,5,R07AH
R07AX,Andere Mittel für den Respirationstrakt,,4,R07A
R07AX01,Stickoxid,,5,R07AX
R07AX02,Ivacaftor,"0,3 g O; 0,15 g O Kinder DDD ",5,R07AX
R07AX30,Ivacaftor und Lumacaftor,Standarddosis: 4 DE O; Standarddosis: 2 DE O Kinder DDD ,5,R07AX
R07AX31,Ivacaftor und Tezacaftor,Standarddosis: 1 DE O ,5,R07AX
R07AX32,"Ivacaftor, Tezacaftor und Elexacaftor",,5,R07AX
S,SINNESORGANE,,1,
S01,OPHTHALMIKA**,,2,S
S01A,ANTIINFEKTIVA,,3,S01
S01AA,Antibiotika,,4,S01A
S01AA01,Chloramphenicol,,5,S01AA
S01AA02,Chlortetracyclin,,5,S01AA
S01AA03,Neomycin,,5,S01AA
S01AA04,Oxytetracyclin,,5,S01AA
S01AA05,Tyrothricin,,5,S01AA
S01AA07,Framycetin,,5,S01AA
S01AA09,Tetracyclin,,5,S01AA
S01AA10,Natamycin,,5,S01AA
S01AA11,Gentamicin,"1,25 mg AT,AS ",5,S01AA
S01AA12,Tobramycin,,5,S01AA
S01AA13,Fusidinsäure,,5,S01AA
S01AA14,Benzylpenicillin,,5,S01AA
S01AA15,Dihydrostreptomycin,,5,S01AA
S01AA16,Rifamycin,,5,S01AA
S01AA17,Erythromycin,,5,S01AA
S01AA18,Polymyxin B,,5,S01AA
S01AA19,Ampicillin,,5,S01AA
S01AA20,Antibiotika in Kombination mit anderen Mitteln,,5,S01AA
S01AA21,Amikacin,,5,S01AA
S01AA22,Micronomicin,,5,S01AA
S01AA23,Netilmicin,,5,S01AA
S01AA24,Kanamycin,"1,5 mg AT,AS ",5,S01AA
S01AA25,Azidamfenicol,,5,S01AA
S01AA26,Azithromycin,,5,S01AA
S01AA27,Cefuroxim,,5,S01AA
S01AA28,Vancomycin,,5,S01AA
S01AA30,Kombinationen von Antibiotika,,5,S01AA
S01AB,Sulfonamide,,4,S01A
S01AB01,Sulfamethizol,,5,S01AB
S01AB02,Sulfafurazol,,5,S01AB
S01AB03,Sulfadicramid,,5,S01AB
S01AB04,Sulfacetamid,,5,S01AB
S01AB05,Sulfaphenazol,,5,S01AB
S01AB06,Sulfisoxazol,,5,S01AB
S01AB07,Sulfisomidin,,5,S01AB
S01AB20,Kombinationen,,5,S01AB
S01AD,Antivirale Mittel,,4,S01A
S01AD01,Idoxuridin,,5,S01AD
S01AD02,Trifluridin,,5,S01AD
S01AD03,Aciclovir,"4,65 mg AS ",5,S01AD
S01AD05,Interferon,,5,S01AD
S01AD06,Vidarabin,,5,S01AD
S01AD07,Famciclovir,,5,S01AD
S01AD08,Fomivirsen,,5,S01AD
S01AD09,Ganciclovir,,5,S01AD
S01AD13,Tromantadin,,5,S01AD
S01AE,Fluorchinolone,,4,S01A
S01AE01,Ofloxacin,"0,4 mg AT,AS ",5,S01AE
S01AE02,Norfloxacin,,5,S01AE
S01AE03,Ciprofloxacin,"0,6 mg AT ",5,S01AE
S01AE04,Lomefloxacin,,5,S01AE
S01AE05,Levofloxacin,,5,S01AE
S01AE06,Gatifloxacin,,5,S01AE
S01AE07,Moxifloxacin,"0,57 mg AT ",5,S01AE
S01AE08,Besifloxacin,,5,S01AE
S01AX,Andere Antiinfektiva,,4,S01A
S01AX01,Quecksilber-haltige Verbindungen,,5,S01AX
S01AX02,Silber-haltige Verbindungen,,5,S01AX
S01AX03,Zink-haltige Verbindungen,,5,S01AX
S01AX04,Nitrofural,,5,S01AX
S01AX05,Bibrocathol,,5,S01AX
S01AX06,Resorcin,,5,S01AX
S01AX07,Natriumborat,,5,S01AX
S01AX08,Hexamidin,,5,S01AX
S01AX09,Chlorhexidin,,5,S01AX
S01AX10,Natriumpropionat,,5,S01AX
S01AX14,Dibrompropamidin,,5,S01AX
S01AX15,Propamidin,,5,S01AX
S01AX16,Picloxydin,,5,S01AX
S01AX18,Povidon-Iod,,5,S01AX
S01AX20,Kombinationen,,5,S01AX
S01AX24,Benzalkoniumchlorid,,5,S01AX
S01AX25,Hydroxymethylchinolinium-methylsalicylat,,5,S01AX
S01B,ANTIPHLOGISTIKA,,3,S01
S01BA,"Corticosteroide, rein",,4,S01B
S01BA01,Dexamethason,"0,2 mg AT,AS; 1 DE IVT pro Behandlungszeitraum ",5,S01BA
S01BA02,Hydrocortison,,5,S01BA
S01BA03,Cortison,,5,S01BA
S01BA04,Prednisolon,,5,S01BA
S01BA05,Triamcinolon,,5,S01BA
S01BA06,Betamethason,,5,S01BA
S01BA07,Fluorometholon,,5,S01BA
S01BA08,Medryson,,5,S01BA
S01BA09,Clobetason,,5,S01BA
S01BA10,Alclometason,,5,S01BA
S01BA11,Desonid,,5,S01BA
S01BA12,Formocortal,,5,S01BA
S01BA13,Rimexolon,,5,S01BA
S01BA14,Loteprednol,,5,S01BA
S01BA15,Fluocinolonacetonid,1 DE IVT pro Behandlungszeitraum ,5,S01BA
S01BA16,Mazipredon,,5,S01BA
S01BB,Corticosteroide und Mydriatika in Kombination,,4,S01B
S01BB01,Hydrocortison und Mydriatika,,5,S01BB
S01BB02,Prednisolon und Mydriatika,,5,S01BB
S01BB03,Fluorometholon und Mydriatika,,5,S01BB
S01BB04,Betamethason und Mydriatika,,5,S01BB
S01BB05,Dexamethason und Mydriatika,,5,S01BB
S01BC,Nichtsteroidale Antiphlogistika,,4,S01B
S01BC01,Indometacin,,5,S01BC
S01BC02,Oxyphenbutazon,,5,S01BC
S01BC03,Diclofenac,,5,S01BC
S01BC04,Flurbiprofen,,5,S01BC
S01BC05,Ketorolac,"0,75 mg AT bezogen auf Ketorolactrometamol ",5,S01BC
S01BC06,Piroxicam,,5,S01BC
S01BC07,Bendazac,,5,S01BC
S01BC08,Salicylsäure,,5,S01BC
S01BC09,Pranoprofen,,5,S01BC
S01BC10,Nepafenac,"0,15 mg AT ",5,S01BC
S01BC11,Bromfenac,66 mcg AT ,5,S01BC
S01BX,"Corticosteroide, Kombinationen mit anderen Mitteln",,4,S01B
S01BX01,"Hydrocortison, Kombinationen",,5,S01BX
S01C,ANTIPHLOGISTIKA UND ANTIINFEKTIVA IN KOMBINATION,,3,S01
S01CA,Corticosteroide und Antiinfektiva in Kombination,,4,S01C
S01CA01,Dexamethason und Antiinfektiva,,5,S01CA
S01CA02,Prednisolon und Antiinfektiva,,5,S01CA
S01CA03,Hydrocortison und Antiinfektiva,,5,S01CA
S01CA04,Fluocortolon und Antiinfektiva,,5,S01CA
S01CA05,Betamethason und Antiinfektiva,,5,S01CA
S01CA06,Fludrocortison und Antiinfektiva,,5,S01CA
S01CA07,Fluorometholon und Antiinfektiva,,5,S01CA
S01CA08,Methylprednisolon und Antiinfektiva,,5,S01CA
S01CA09,Chlorprednison und Antiinfektiva,,5,S01CA
S01CA10,Fluocinolonacetonid und Antiinfektiva,,5,S01CA
S01CA11,Clobetason und Antiinfektiva,,5,S01CA
S01CA12,Prednison und Antiinfektiva,,5,S01CA
S01CA13,Triamcinolon und Antiinfektiva,,5,S01CA
S01CA21,Dexamethason und Gentamicin,,5,S01CA
S01CA22,Prednisolon und Gentamicin,,5,S01CA
S01CA52,Prednisolon und Sulfacetamid,,5,S01CA
S01CA53,Prednisolon und Oxytetracyclin,,5,S01CA
S01CA54,Dexamethason und Oxytetracyclin,,5,S01CA
S01CA55,"Dexamethason, Neomycin und Polymyxin B",,5,S01CA
S01CA56,Dexamethason und Tobramycin,,5,S01CA
S01CA57,Dexamethason und Neomycin,,5,S01CA
S01CB,Corticosteroide/Antiinfektiva/Mydriatika in Kombination,,4,S01C
S01CB01,Dexamethason,,5,S01CB
S01CB02,Prednisolon,,5,S01CB
S01CB03,Hydrocortison,,5,S01CB
S01CB04,Betamethason,,5,S01CB
S01CB05,Fluorometholon,,5,S01CB
S01CC,Nichtsteroidale Antiphlogistika und Antiinfektiva in Kombination,,4,S01C
S01CC01,Diclofenac und Antiinfektiva,,5,S01CC
S01CC02,Indometacin und Antiinfektiva,,5,S01CC
S01E,GLAUKOMMITTEL UND MIOTIKA,,3,S01
S01EA,Sympathomimetika in der Glaukomtherapie**,,4,S01E
S01EA01,Epinephrin,"0,2 ml AT ",5,S01EA
S01EA02,Dipivefrin,"0,2 ml AT ",5,S01EA
S01EA03,Apraclonidin,"0,3 ml AT ",5,S01EA
S01EA04,Clonidin,"0,25 ml AT ",5,S01EA
S01EA05,Brimonidin,"0,2 ml AT ",5,S01EA
S01EA51,"Epinephrin, Kombinationen",,5,S01EA
S01EA52,"Dipivefrin, Kombinationen",,5,S01EA
S01EB,Parasympathomimetika,,4,S01E
S01EB01,Pilocarpin,"0,285  Lamelle; 40 mg Salbe; 0,4 ml AT; 0,4 g AS ",5,S01EB
S01EB02,Carbachol,"0,4 ml AT",5,S01EB
S01EB03,Ecothiopat,"0,2 ml AT",5,S01EB
S01EB04,Demecarium,"0,1 ml AT",5,S01EB
S01EB05,Physostigmin,"0,4 ml AT",5,S01EB
S01EB06,Neostigmin,"40 mg Salbe; 0,4 ml AT",5,S01EB
S01EB07,Fluostigmin,,5,S01EB
S01EB08,Aceclidin,,5,S01EB
S01EB09,Acetylcholin,,5,S01EB
S01EB10,Paraoxon,,5,S01EB
S01EB21,Pilocarpin und Phenylephrin,,5,S01EB
S01EB51,"Pilocarpin, Kombinationen",,5,S01EB
S01EB58,"Aceclidin, Kombinationen",,5,S01EB
S01EC,Carboanhydrasehemmer,,4,S01E
S01EC01,Acetazolamid,"0,75 g O,P",5,S01EC
S01EC02,Diclofenamid,"0,1 g O",5,S01EC
S01EC03,Dorzolamid,"0,3 ml",5,S01EC
S01EC04,Brinzolamid,"0,2 ml",5,S01EC
S01EC05,Methazolamid,"0,2 g O",5,S01EC
S01EC24,Brinzolamid und Brimonidin,"0,2 ml AT ",5,S01EC
S01EC54,"Brinzolamid, Kombinationen",,5,S01EC
S01ED,Beta-Adrenozeptorantagonisten**,,4,S01E
S01ED01,Timolol,"0,2 g AS; 0,2 ml AT ",5,S01ED
S01ED02,Betaxolol,"0,2 ml AT ",5,S01ED
S01ED03,Levobunolol,"0,2 ml AT ",5,S01ED
S01ED04,Metipranolol,"0,2 ml AT ",5,S01ED
S01ED05,Carteolol,"0,2 ml AT ",5,S01ED
S01ED06,Befunolol,"0,2 ml AT ",5,S01ED
S01ED07,Pindolol,"0,2 ml AT ",5,S01ED
S01ED08,Bupranolol,"0,2 ml AT ",5,S01ED
S01ED24,Metipranolol und Pilocarpin,"0,3 ml AT ",5,S01ED
S01ED51,"Timolol, Kombinationen",,5,S01ED
S01ED52,"Betaxolol, Kombinationen",,5,S01ED
S01ED54,"Metipranolol, Kombinationen",,5,S01ED
S01ED55,"Carteolol, Kombinationen",,5,S01ED
S01ED61,Timolol und Latanoprost,"0,1 ml AT ",5,S01ED
S01ED62,Timolol und Bimatoprost,"0,1 ml AT ",5,S01ED
S01ED63,Timolol und Travoprost,"0,1 ml AT ",5,S01ED
S01ED66,Timolol und Dorzolamid,"0,2 ml AT ",5,S01ED
S01ED67,Timolol und Brinzolamid,"0,2 ml AT ",5,S01ED
S01ED68,Timolol und Pilocarpin,"0,2 ml AT ",5,S01ED
S01ED69,Timolol und Brimonidin,"0,2 ml AT ",5,S01ED
S01ED70,Timolol und Tafluprost,,5,S01ED
S01EE,Prostaglandin-Analoga**,,4,S01E
S01EE01,Latanoprost,"0,1 ml AT ",5,S01EE
S01EE02,Unoproston,"0,2 ml AT ",5,S01EE
S01EE03,Bimatoprost,"0,1 ml AT ",5,S01EE
S01EE04,Travoprost,"0,1 ml AT ",5,S01EE
S01EE05,Tafluprost,"0,1 ml AT ",5,S01EE
S01EE06,Latanoprostenbunod,,5,S01EE
S01EE51,Latanoprost und Netarsudil,,5,S01EE
S01EX,Andere Glaukommittel,,4,S01E
S01EX01,Guanethidin,,5,S01EX
S01EX02,Dapiprazol,,5,S01EX
S01EX05,Netarsudil,,5,S01EX
S01EX06,Omidenepag,,5,S01EX
S01F,MYDRIATIKA UND ZYKLOPLEGIKA,,3,S01
S01FA,Anticholinergika,,4,S01F
S01FA01,Atropin,1 mg AT ,5,S01FA
S01FA02,Scopolamin,,5,S01FA
S01FA03,Methylscopolamin,,5,S01FA
S01FA04,Cyclopentolat,,5,S01FA
S01FA05,Homatropin,,5,S01FA
S01FA06,Tropicamid,,5,S01FA
S01FA26,Tropicamid und Phenylephrin,,5,S01FA
S01FA51,"Atropin, Kombinationen",,5,S01FA
S01FA54,"Cyclopentolat, Kombinationen",,5,S01FA
S01FA56,"Tropicamid, Kombinationen",,5,S01FA
S01FB,"Sympathomimetika, exkl. Glaukommittel",,4,S01F
S01FB01,Phenylephrin,,5,S01FB
S01FB02,Ephedrin,,5,S01FB
S01FB03,Ibopamin,,5,S01FB
S01FB07,Cyclodrin,,5,S01FB
S01FB08,Tyramin,,5,S01FB
S01FB51,Phenylephrin und Ketorolac,,5,S01FB
S01G,DEKONGESTIVA UND ANTIALLERGIKA,,3,S01
S01GA,Sympathomimetika als Dekongestiva,,4,S01G
S01GA01,Naphazolin,,5,S01GA
S01GA02,Tetryzolin,"62,5 mcg AT ",5,S01GA
S01GA03,Xylometazolin,,5,S01GA
S01GA04,Oxymetazolin,,5,S01GA
S01GA05,Phenylephrin,,5,S01GA
S01GA06,Oxedrin,,5,S01GA
S01GA07,Brimonidin,,5,S01GA
S01GA10,Tramazolin,,5,S01GA
S01GA11,Pholedrin,,5,S01GA
S01GA22,Tetryzolin und Antazolin,,5,S01GA
S01GA50,"Andere Sympathomimetika, Kombinationen",,5,S01GA
S01GA51,"Naphazolin, Kombinationen",,5,S01GA
S01GA52,"Tetryzolin, Kombinationen",,5,S01GA
S01GA53,"Xylometazolin, Kombinationen",,5,S01GA
S01GA55,"Phenylephrin, Kombinationen",,5,S01GA
S01GA56,"Oxedrin, Kombinationen",,5,S01GA
S01GX,Andere Antiallergika,,4,S01G
S01GX01,Cromoglicinsäure,8 mg AT ,5,S01GX
S01GX02,Levocabastin,,5,S01GX
S01GX03,Spagluminsäure,,5,S01GX
S01GX04,Nedocromil,,5,S01GX
S01GX05,Lodoxamid,,5,S01GX
S01GX06,Emedastin,,5,S01GX
S01GX07,Azelastin,"0,1 mg AT bezogen auf Azelastinhydrochlorid ",5,S01GX
S01GX08,Ketotifen,,5,S01GX
S01GX09,Olopatadin,,5,S01GX
S01GX10,Epinastin,,5,S01GX
S01GX11,Alcaftadin,,5,S01GX
S01GX15,Antazolin,,5,S01GX
S01GX16,Diphenhydramin,,5,S01GX
S01GX51,"Cromoglicinsäure, Kombinationen",,5,S01GX
S01H,LOKALANÄSTHETIKA,,3,S01
S01HA,Lokalanästhetika,,4,S01H
S01HA01,Cocain,,5,S01HA
S01HA02,Oxybuprocain,,5,S01HA
S01HA03,Tetracain,,5,S01HA
S01HA04,Proxymetacain,,5,S01HA
S01HA05,Procain,,5,S01HA
S01HA06,Cinchocain,,5,S01HA
S01HA07,Lidocain,,5,S01HA
S01HA30,Kombinationen,,5,S01HA
S01J,DIAGNOSTIKA,,3,S01
S01JA,Farbstoffe,,4,S01J
S01JA01,Fluorescein,,5,S01JA
S01JA02,Bengalrosa-Natrium,,5,S01JA
S01JA51,"Fluorescein, Kombinationen",,5,S01JA
S01JX,Andere ophthalmologische Diagnostika,,4,S01J
S01K,CHIRURGISCHE HILFSMITTEL,,3,S01
S01KA,Viskoelastische Substanzen,,4,S01K
S01KA01,Hyaluronsäure,Standarddosis: 1 DE AL ,5,S01KA
S01KA02,Hypromellose,Standarddosis: 1 DE AL ,5,S01KA
S01KA51,"Hyaluronsäure, Kombinationen",Standarddosis: 1 DE AL ,5,S01KA
S01KX,Andere chirurgische Hilfsmittel,,4,S01K
S01KX01,Chymotrypsin,,5,S01KX
S01KX02,Spüllösungen,Standarddosis: 1 DE AL ,5,S01KX
S01KX10,Verschiedene,,5,S01KX
S01L,MITTEL GEGEN VASKULÄRE AUGENERKRANKUNGEN,,3,S01
S01LA,Antineovaskuläre Mittel,,4,S01L
S01LA01,Verteporfin,,5,S01LA
S01LA02,Anecortav,,5,S01LA
S01LA03,Pegaptanib,"0,024 DE IVT ",5,S01LA
S01LA04,Ranibizumab,"0,036 DE IVT ",5,S01LA
S01LA05,Aflibercept,"0,018 DE IVT ",5,S01LA
S01LA06,Brolucizumab,"0,0357 DE IVT ",5,S01LA
S01LA07,Abicipar pegol,,5,S01LA
S01X,ANDERE OPHTHALMIKA,,3,S01
S01XA,Andere Ophthalmika,,4,S01X
S01XA01,Guajazulen,,5,S01XA
S01XA02,Retinol,,5,S01XA
S01XA03,"Natriumchlorid, hyperton",,5,S01XA
S01XA04,Kaliumiodid,,5,S01XA
S01XA05,Natriumedetat,,5,S01XA
S01XA06,Ethylmorphin,,5,S01XA
S01XA07,Alaun,,5,S01XA
S01XA08,Acetylcystein,,5,S01XA
S01XA09,Iodoheparinat,,5,S01XA
S01XA10,Inosin,,5,S01XA
S01XA11,Nandrolon,,5,S01XA
S01XA12,Dexpanthenol,,5,S01XA
S01XA13,Alteplase,,5,S01XA
S01XA14,Heparin,,5,S01XA
S01XA15,Ascorbinsäure,,5,S01XA
S01XA18,Ciclosporin,,5,S01XA
S01XA19,"Limbale Stammzellen, autolog",Standarddosis: 1 DE IVT ,5,S01XA
S01XA20,Künstliche Tränen und andere indifferente Mittel,"Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XA
S01XA21,Mercaptamin,"0,4 ml AT ",5,S01XA
S01XA22,Ocriplasmin,Standarddosis: 1 DE IVT ,5,S01XA
S01XA23,Sirolimus,,5,S01XA
S01XA24,Cenegermin,"0,3 ml AT ",5,S01XA
S01XA25,Lifitegrast,,5,S01XA
S01XA26,Riboflavin,,5,S01XA
S01XA27,Voretigen neparvovec,Standarddosis: 2 DE SR ,5,S01XA
S01XA28,Hyaluronsäure,"0,4 ml AT ",5,S01XA
S01XA29,Troxerutin,,5,S01XA
S01XA30,"Organpräparate, inkl. Kombinationen",,5,S01XA
S01XA33,Pilocarpin,,5,S01XA
S01XA34,Pantothensäure,,5,S01XA
S01XA35,Anthocyane,,5,S01XA
S01XA36,Digitalisglykoside,,5,S01XA
S01XA38,Pufferlösungen,,5,S01XA
S01XA39,Vincamin,,5,S01XA
S01XA40,Cytidin,,5,S01XA
S01XA41,Cyanocobalamin,,5,S01XA
S01XA42,Lebertran,,5,S01XA
S01XA43,Idebenon,"0,9 g O ",5,S01XA
S01XA44,Calciumdobesilat,"0,5 g O ",5,S01XA
S01XA49,Kälberblutextrakt,,5,S01XA
S01XA50,"Andere Ophthalmika, Kombinationen",,5,S01XA
S01XA52,"Retinol, Kombinationen",,5,S01XA
S01XA79,"Troxerutin, Kombinationen",,5,S01XA
S01XA85,"Anthocyane, Kombinationen",,5,S01XA
S01XA86,Digitalisglykoside und Aesculin,,5,S01XA
S01XA87,"Pentifyllin, Kombinationen",,5,S01XA
S01XA89,"Vincamin, Kombinationen",,5,S01XA
S01XB,Antikataraktika,,4,S01X
S01XB02,Uridin-5-monophosphat,,5,S01XB
S01XB03,Inosin-5-monophosphat,,5,S01XB
S01XB05,Pirenoxin,,5,S01XB
S01XB50,"Andere Antikataraktika, Kombinationen",,5,S01XB
S01XB52,"Uridin-5-monophosphat, Kombinationen",,5,S01XB
S01XB53,"Inosin-5-monophosphat, Kombinationen",,5,S01XB
S01XB54,"Iodid, Kombinationen",,5,S01XB
S01XC,Filmbildner,,4,S01X
S01XC01,Polyvinylalkohol,"Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC02,Povidon,"Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC05,Hypromellose,"Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC06,Hydroxyethylcellulose,"Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC07,Carbomer,"Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC08,Carmellose,"Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC10,Verschiedene,"Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC20,Kombinationen,"Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC21,Polyvinylalkohol und Dexpanthenol,"Standarddosis: 0,4 ml AT, 0,4 g AS ",5,S01XC
S01XC25,Hypromellose und Retinol,"Standarddosis: 0,4 ml AT, 0,4 g AS ",5,S01XC
S01XC51,"Polyvinylalkohol, Kombinationen","Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC55,"Hypromellose, Kombinationen","Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC56,"Hydroxyethylcellulose, Kombinationen","Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC57,"Carbomer, Kombinationen","Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XC58,"Carmellose, Kombinationen","Standarddosis: 0,4 ml AT; 0,4 g AS ",5,S01XC
S01XH,Homöopathische und anthroposophische Ophthalmika,,4,S01X
S01XH01,Euphrasia,,5,S01XH
S01XH02,Calendula officinalis,,5,S01XH
S01XH10,Verschiedene,,5,S01XH
S01XH20,Kombinationen,,5,S01XH
S01XH51,"Euphrasia, Kombinationen",,5,S01XH
S02,OTOLOGIKA,,2,S
S02A,ANTIINFEKTIVA,,3,S02
S02AA,Antiinfektiva,,4,S02A
S02AA01,Chloramphenicol,,5,S02AA
S02AA02,Nitrofural,,5,S02AA
S02AA03,Borsäure,,5,S02AA
S02AA04,Aluminiumacetattartrat,,5,S02AA
S02AA05,Clioquinol,,5,S02AA
S02AA06,Wasserstoffperoxid,,5,S02AA
S02AA07,Neomycin,,5,S02AA
